"GeneID"	"D.RM1_1"	"D.RM1_2"	"D.RM1_3"	"RM1_1"	"RM1_2"	"RM1_3"	"R.RM1_1"	"R.RM1_2"	"R.RM1_3"	"geneName"	"geneType"
"ENSMUSG00000040649.15"	9	7	20	0	0	0	1	6	5	"Rimklb"	"protein_coding"
"ENSMUSG00000040650.8"	0	4	3	0	0	4	0	0	0	"Cyp2b23"	"protein_coding"
"ENSMUSG00000040651.9"	2468	1535	515	3334	3490	3301	3235	3733	3330	"Fam208a"	"protein_coding"
"ENSMUSG00000040652.16"	1240.93	896	336	734	869.98	899	1455	1663	1349	"Oaz2"	"protein_coding"
"ENSMUSG00000040653.6"	28	19	36	0	4	7	3	6	8	"Ppp1r14c"	"protein_coding"
"ENSMUSG00000040657.3"	1	11	3	0	0	0	0	0	0	"1700063H04Rik"	"lincRNA"
"ENSMUSG00000040658.7"	424	332	85	1664	1930	1975	1555	1727	1361	"Dnph1"	"protein_coding"
"ENSMUSG00000040659.3"	1034	982	270	2188	2483	2526	2206	2578	2376	"Efhd2"	"protein_coding"
"ENSMUSG00000040660.6"	3	2	4	0	0	0	0	0	4	"Cyp2b9"	"protein_coding"
"ENSMUSG00000040661.6"	1718	1310	411	2845	3054	3027	2656	2628	2519	"Rad54l2"	"protein_coding"
"ENSMUSG00000040663.9"	537	470	125	636	685	489	533	818	551	"Clcf1"	"protein_coding"
"ENSMUSG00000040666.19"	7	7	0	3	8	2	1	8	4	"Sh3bgr"	"protein_coding"
"ENSMUSG00000040667.11"	1763	1265	343	3676	4171	4029	3046	3894	3283	"Nup88"	"protein_coding"
"ENSMUSG00000040669.14"	1561	1069	297	1707	2020	1789	1998	2434	1626	"Phc1"	"protein_coding"
"ENSMUSG00000040675.17"	4406	2935	927	8194	9493	8553	7386	8762	6877	"Mthfd1l"	"protein_coding"
"ENSMUSG00000040680.9"	6	15	8	0	0	0	5	0	5	"Kremen2"	"protein_coding"
"ENSMUSG00000040681.16"	1983.87	1625	434.92	5319.86	6633	6272.96	6495.95	7802	5864.94	"Hmgn1"	"protein_coding"
"ENSMUSG00000040687.16"	2015	1490	447	2268	2546	2107	1694	2024	1713	"Madd"	"protein_coding"
"ENSMUSG00000040688.16"	538	351	156	2770	3486	3061	2088	2863	2191	"Tbl3"	"protein_coding"
"ENSMUSG00000040690.15"	4285	3282	766	2959	3027	2423	4613	4895	4220	"Col16a1"	"protein_coding"
"ENSMUSG00000040693.7"	7	2	8	0	0	8	5	0	0	"Slco4c1"	"protein_coding"
"ENSMUSG00000040694.4"	8	10	12	0	0	0	0	0	2	"Apobec2"	"protein_coding"
"ENSMUSG00000040697.10"	980	580	220	1041	1173	965	954	1070	943	"Dnajc16"	"protein_coding"
"ENSMUSG00000040699.13"	931	594	229	585	687	592	978	1080	904	"Limd2"	"protein_coding"
"ENSMUSG00000040701.16"	471	263	112	592	697	656	477	472	393	"Ap1g2"	"protein_coding"
"ENSMUSG00000040703.11"	27	41	28	2	4	11	1	12	1	"Cyp2s1"	"protein_coding"
"ENSMUSG00000040705.2"	8	3	17	0	0	10	1	2	0	"A930016O22Rik"	"antisense"
"ENSMUSG00000040706.4"	6	0	1	0	0	3	0	0	4	"Agmat"	"protein_coding"
"ENSMUSG00000040710.10"	39	44	79	0	10	26	3	1	10	"St8sia4"	"protein_coding"
"ENSMUSG00000040711.7"	5064	3621	969	4633	4937	4882	6680	7384	6025	"Sh3pxd2b"	"protein_coding"
"ENSMUSG00000040712.16"	863	557	231	643	688	573	720	770	594	"Camta2"	"protein_coding"
"ENSMUSG00000040713.12"	2736	1722	588	924	983	877	1846	1816	1279	"Creg1"	"protein_coding"
"ENSMUSG00000040714.14"	44	49	8	10	12	17	39	38	32	"Klc3"	"protein_coding"
"ENSMUSG00000040715.12"	243.05	198.21	0	151.89	72.49	87.77	96.85	179.97	237	"Rsc1a1"	"protein_coding"
"ENSMUSG00000040717.6"	89	128	81	15	3	14	14	12	49	"Il17rd"	"protein_coding"
"ENSMUSG00000040720.15"	2146	1466	407	2798	3041	2919	2852	3354	2890	"Virma"	"protein_coding"
"ENSMUSG00000040721.9"	608	617	161	275	292	334	326	364	350	"Zfhx2"	"protein_coding"
"ENSMUSG00000040722.7"	426	229	83	337	384	382	303	401	375	"Scamp5"	"protein_coding"
"ENSMUSG00000040723.14"	23	79	49	3	7	8	5	3	16	"Rcsd1"	"protein_coding"
"ENSMUSG00000040724.5"	27	65	102	6	0	10	0	4	7	"Kcna2"	"protein_coding"
"ENSMUSG00000040725.13"	8880	6042	1798	16174	18137	17229	18162	20873	15101	"Hnrnpul1"	"protein_coding"
"ENSMUSG00000040726.10"	15	0	0	0	1	3	0	0	1	"Hesx1"	"protein_coding"
"ENSMUSG00000040728.15"	9	28	32	4	0	11	4	0	1	"Esrp1"	"protein_coding"
"ENSMUSG00000040729.7"	3	18	11	0	0	0	0	2	3	"Cep126"	"protein_coding"
"ENSMUSG00000040731.13"	2651	1808	529	8481	9425	9300	6803	8223	7496	"Eif4h"	"protein_coding"
"ENSMUSG00000040732.20"	5	15	3	0	0	0	0	0	1	"Erg"	"protein_coding"
"ENSMUSG00000040734.14"	707	627	178	1148	1342	1227	1549	1598	987	"Ppp1r13l"	"protein_coding"
"ENSMUSG00000040738.10"	1242	802	246	2438	2704	2646	2584	3188	2174	"Ints8"	"protein_coding"
"ENSMUSG00000040740.7"	9	8	17	0	1	0	0	0	6	"Slc25a34"	"protein_coding"
"ENSMUSG00000040746.15"	627	518	101	387	341	408	345	373	245	"Rnf167"	"protein_coding"
"ENSMUSG00000040747.9"	19	8	4	0	0	0	1	5	0	"Cd53"	"protein_coding"
"ENSMUSG00000040749.11"	143	96	35	854	822.22	788.92	598	669.78	593.77	"Siah1b"	"protein_coding"
"ENSMUSG00000040751.12"	57	27	20	35	37	37	22	35	31	"Lat2"	"protein_coding"
"ENSMUSG00000040752.16"	5	4	7	0	0	0	1	6	0	"Myh6"	"protein_coding"
"ENSMUSG00000040759.9"	0	3	6	0	0	0	7	0	3	"Cmtm5"	"protein_coding"
"ENSMUSG00000040760.11"	1841	1193	381	2449	2915	2624	2696	3211	2524	"Appl1"	"protein_coding"
"ENSMUSG00000040761.16"	5507	3924	1230	9821	10217	9354	8966	9556	7705	"Spen"	"protein_coding"
"ENSMUSG00000040767.10"	62	56	19	128	179	199	178	213	206	"Snrnp25"	"protein_coding"
"ENSMUSG00000040770.5"	0	0	0	0	0	0	0	1	6	"Il25"	"protein_coding"
"ENSMUSG00000040771.14"	342	240	78	614	726	664	631	755	653	"Oard1"	"protein_coding"
"ENSMUSG00000040774.15"	1009	769	276	665	811	721	735	761	621	"Cept1"	"protein_coding"
"ENSMUSG00000040775.6"	5	3	11	0	0	0	4	0	4	"Gm9772"	"processed_pseudogene"
"ENSMUSG00000040782.12"	2192.67	1352.53	547.47	2620.61	3280.13	3100.6	3128.98	3420.37	2568.21	"Cop1"	"protein_coding"
"ENSMUSG00000040785.19"	4470	2939	929	2082	2541	2306	3338	3628	2893	"Ttc3"	"protein_coding"
"ENSMUSG00000040794.5"	12	10	1	0	0	0	0	1	0	"C1qtnf4"	"protein_coding"
"ENSMUSG00000040795.12"	236	176	62	282	324	240	292	421	274	"Iqcc"	"protein_coding"
"ENSMUSG00000040797.16"	62	72	101	1	0	13	4	1	19	"Iqsec3"	"protein_coding"
"ENSMUSG00000040808.4"	0	0	1	0	0	0	0	0	0	"S100g"	"protein_coding"
"ENSMUSG00000040809.10"	0	5	5	0	0	0	0	0	0	"Chil3"	"protein_coding"
"ENSMUSG00000040811.15"	385	288	74	146	154	107	258	218	211	"Eml2"	"protein_coding"
"ENSMUSG00000040812.14"	12	18	29	5	0	19	9	0	4	"Agbl2"	"protein_coding"
"ENSMUSG00000040813.16"	1530	945	307	1196	1322	1175	1227	1509	1185	"Tex264"	"protein_coding"
"ENSMUSG00000040818.10"	725	493	152	1030	1138	1112	801	974	787	"Dennd6a"	"protein_coding"
"ENSMUSG00000040820.16"	74	38	61	68	121	82	67	98	90	"Hlcs"	"protein_coding"
"ENSMUSG00000040822.7"	230	243	67	481	434	465	503	588	428	"1700123O20Rik"	"protein_coding"
"ENSMUSG00000040824.3"	359	433	114.96	1383.64	1386.69	1745	1148	1243.79	1177	"Snrpd2"	"protein_coding"
"ENSMUSG00000040828.10"	15	11	8	2	0	10	13	18	23	"Catsperd"	"protein_coding"
"ENSMUSG00000040829.14"	21	29	19	9	5	2	4	3	8	"Zmynd15"	"protein_coding"
"ENSMUSG00000040836.15"	526	380	159	871	943	916	913	930	958	"Gpr161"	"protein_coding"
"ENSMUSG00000040838.10"	0	15	5	0	0	6	10	0	1	"Gm11639"	"protein_coding"
"ENSMUSG00000040840.7"	0	0	3	7	0	0	2	1	0	"4930579G18Rik"	"antisense"
"ENSMUSG00000040841.5"	426	218	90	180	159	188	202	262	211	"Six5"	"protein_coding"
"ENSMUSG00000040842.17"	2080	1595	444	5419	6304	6297	6334	7299	6165	"Szrd1"	"protein_coding"
"ENSMUSG00000040843.10"	881	566	216	1460	1514	1562	1515	1834	1388	"Tiprl"	"protein_coding"
"ENSMUSG00000040848.11"	1735	1433	370	854	862	915	858	973	847	"Sft2d2"	"protein_coding"
"ENSMUSG00000040850.17"	2375	1788	414	3467	3975	3904	3436	4044	3453	"Psme4"	"protein_coding"
"ENSMUSG00000040852.6"	840	543	177	748	804	578	714	820	584	"Plekhh2"	"protein_coding"
"ENSMUSG00000040855.15"	24	20	13	8	3	3	5	6	8	"Reps2"	"protein_coding"
"ENSMUSG00000040856.17"	17	14	12	0	0	4	0	3	3	"Dlk1"	"protein_coding"
"ENSMUSG00000040857.15"	2325	1780	453	4712	5072	5170	3922	4717	4109	"Erf"	"protein_coding"
"ENSMUSG00000040859.14"	1041	802	220	606	679	597	730	637	526	"Bsdc1"	"protein_coding"
"ENSMUSG00000040860.16"	550	293	104	432	581	438	618	597	520	"Crocc"	"protein_coding"
"ENSMUSG00000040865.15"	2428	1722	544	3680	3493	3561	2600	2870	2842	"Ino80d"	"protein_coding"
"ENSMUSG00000040866.13"	3	10	13	5	2	0	1	5	8	"Rsph6a"	"protein_coding"
"ENSMUSG00000040867.12"	9	8	8	0	1	0	1	0	3	"Begain"	"protein_coding"
"ENSMUSG00000040875.12"	96	58	34	146	213	238	165	214	148	"Osbpl10"	"protein_coding"
"ENSMUSG00000040877.16"	58	41	32	101	93	103	73	86	84	"Wdr25"	"protein_coding"
"ENSMUSG00000040883.17"	230	180	75	105	92	95	124	106	90	"Tmem205"	"protein_coding"
"ENSMUSG00000040888.10"	285	256	99	1248	1278	1499	1143	1355	1041	"Gfer"	"protein_coding"
"ENSMUSG00000040891.6"	24	24	14	0	0	5	1	1	3	"Foxa3"	"protein_coding"
"ENSMUSG00000040896.16"	23	41	49	1	0	4	4	0	28	"Kcnd3"	"protein_coding"
"ENSMUSG00000040899.14"	3	4	4	0	0	0	0	0	3	"Ccr6"	"protein_coding"
"ENSMUSG00000040901.8"	23	4	18	5	0	12	0	2	2	"Kcnk18"	"protein_coding"
"ENSMUSG00000040904.10"	287.19	203.79	88.55	219.03	282.62	282.12	447.46	357.5	328.65	"Gm21988"	"protein_coding"
"ENSMUSG00000040907.15"	1413	909	277	706	992	900	1192	1381	858	"Atp1a3"	"protein_coding"
"ENSMUSG00000040913.11"	200	175	61	243	230	264	451	408	415	"Fbxw4"	"protein_coding"
"ENSMUSG00000040918.12"	750	385	133	1317	1468	1410	975	1130	883	"Slc19a2"	"protein_coding"
"ENSMUSG00000040919.13"	0	0	0	0	0	0	0	1	1	"4930505A04Rik"	"protein_coding"
"ENSMUSG00000040928.15"	1443	952	316	1252	1507	1184	1559	1683	1163	"S100pbp"	"protein_coding"
"ENSMUSG00000040929.17"	339	229	138	618	582	581	370	418	336	"Rfx3"	"protein_coding"
"ENSMUSG00000040935.12"	2	7	2	0	0	11	0	0	4	"Padi6"	"protein_coding"
"ENSMUSG00000040936.15"	210	122	57	67	59	83	104	113	95	"Ulk4"	"protein_coding"
"ENSMUSG00000040938.16"	6	23	18	0	0	0	0	0	1	"Slc16a11"	"protein_coding"
"ENSMUSG00000040940.18"	2066	1616	469	2334	2785	2553	2269	2708	2238	"Arhgef1"	"protein_coding"
"ENSMUSG00000040943.12"	1592	1129	434	781	665	521	645	684	448	"Tet2"	"protein_coding"
"ENSMUSG00000040945.13"	7491	5062	1343	17407	20076	20247	14081	17563	15994	"Rcc2"	"protein_coding"
"ENSMUSG00000040950.13"	3	2	4.43	0	0	1	0	0	1	"Mgl2"	"protein_coding"
"ENSMUSG00000040952.16"	5195.64	5600.33	1516.19	8182.64	8735.96	8618.38	6936.2	7910.64	6329.03	"Rps19"	"protein_coding"
"ENSMUSG00000040957.15"	5	13	21	0	0	12	2	0	0	"Cables1"	"protein_coding"
"ENSMUSG00000040963.15"	4	0	4	0	0	0	0	0	0	"Asgr2"	"protein_coding"
"ENSMUSG00000040964.16"	849	617	159	556	606	740	748	688	733	"Arhgef10l"	"protein_coding"
"ENSMUSG00000040966.10"	2	0	5	0	0	0	0	0	1	"Slc22a2"	"protein_coding"
"ENSMUSG00000040969.14"	25	16	40	1	0	12	1	4	6	"Arhgef38"	"protein_coding"
"ENSMUSG00000040972.8"	4	9	4	0	0	5	0	0	0	"Igsf21"	"protein_coding"
"ENSMUSG00000040978.4"	4	3	8	5	0	3	0	1	0	"Gm11992"	"protein_coding"
"ENSMUSG00000040985.13"	0	0	0	0	0	0	0	0	0	"Sun3"	"protein_coding"
"ENSMUSG00000040987.15"	24	16	33	17	47	23	27	24	35	"Mill2"	"protein_coding"
"ENSMUSG00000040990.17"	8075	6160	2012	1764	2161	2070	8739	10184	6918	"Sh3kbp1"	"protein_coding"
"ENSMUSG00000040997.13"	776	509	139	210	267	257	448	498	367	"Abhd4"	"protein_coding"
"ENSMUSG00000040998.18"	33	45	19	11	35	29	13	18	13	"Npnt"	"protein_coding"
"ENSMUSG00000041000.8"	14	18	41	0	0	15	4	0	5	"Trim62"	"protein_coding"
"ENSMUSG00000041009.8"	0	0	2	0	0	0	0	0	0	"Iqcf4"	"protein_coding"
"ENSMUSG00000041012.4"	11	11	24	0	0	9	0	0	16	"Cmtm8"	"protein_coding"
"ENSMUSG00000041014.17"	19	12	37	0	0	4	2	5	10	"Nrg3"	"protein_coding"
"ENSMUSG00000041020.14"	0	2	11	0	0	0	0	0	0	"Map7d2"	"protein_coding"
"ENSMUSG00000041025.15"	3250	2398.32	691	3289	3553	3214	3502.91	4051.28	3171	"Iffo2"	"protein_coding"
"ENSMUSG00000041028.16"	7195	5719	1574	4941	6258	5593	5102	5674	5011	"Ghitm"	"protein_coding"
"ENSMUSG00000041035.9"	111	109	38	175	173	129	132	184	159	"Gm17018"	"protein_coding"
"ENSMUSG00000041037.8"	994	710	216	554	652	661	652	749	619	"Irgq"	"protein_coding"
"ENSMUSG00000041040.12"	1711	1441	334	1536	1965	1801	1749	1927	1650	"Fam117b"	"protein_coding"
"ENSMUSG00000041044.9"	14	27	34	0	0	7	0	0	7	"Lrit1"	"protein_coding"
"ENSMUSG00000041046.7"	4	11	0	4	3	4	7	2	0	"Ramp3"	"protein_coding"
"ENSMUSG00000041052.8"	3	5	9	0	0	2	0	0	3	"Slc7a13"	"protein_coding"
"ENSMUSG00000041057.10"	2099	1574	526	9674	10832	10504	8273	10060	7149	"Wdr43"	"protein_coding"
"ENSMUSG00000041058.15"	1668.76	1129	400.67	2979.97	3558	3490.95	2789	3337.94	2516.99	"Wwp1"	"protein_coding"
"ENSMUSG00000041062.7"	3	0	2	0	0	3	2	3	2	"Mslnl"	"protein_coding"
"ENSMUSG00000041064.13"	270	227	66	956	987	776	715	703	633	"Pif1"	"protein_coding"
"ENSMUSG00000041068.6"	1	0	0	0	0	0	0	0	0	"4930596D02Rik"	"protein_coding"
"ENSMUSG00000041073.10"	21	29	26	8	0	0	0	0	9	"Nacad"	"protein_coding"
"ENSMUSG00000041075.8"	794	521	201	1076	1191	1015	1089	1214	848	"Fzd7"	"protein_coding"
"ENSMUSG00000041078.7"	16	34	34	8	5	6	19	60	31	"Grid1"	"protein_coding"
"ENSMUSG00000041079.12"	70	61	28	111	171	121	95	140	163	"Rwdd2b"	"protein_coding"
"ENSMUSG00000041084.8"	1496	1022	362	1342	1644	1664	1236	1403	1092	"Ostc"	"protein_coding"
"ENSMUSG00000041096.13"	1309	816	222	1084	1142	1007	1216	1380	977	"Tspyl2"	"protein_coding"
"ENSMUSG00000041112.17"	40	55	58	3	0	18	6	13	10	"Elmo1"	"protein_coding"
"ENSMUSG00000041115.16"	761	531	155	264	395	264	519	557	353	"Iqsec2"	"protein_coding"
"ENSMUSG00000041117.8"	29	30	31	2	0	17	0	0	4	"Ccdc8"	"protein_coding"
"ENSMUSG00000041119.12"	9	2	10	0	2	8	0	0	1	"Pde9a"	"protein_coding"
"ENSMUSG00000041120.6"	10	8	8	2	4	10	10	6	5	"Nbl1"	"protein_coding"
"ENSMUSG00000041124.11"	835	529	161	782	769	721	1012	1089	1047	"Msantd4"	"protein_coding"
"ENSMUSG00000041126.16"	913	752	211	331	364	306	1052	895	688	"H2afv"	"protein_coding"
"ENSMUSG00000041130.10"	1320	936	243	3130	3357	3130	2098	2824	2090	"Zfp598"	"protein_coding"
"ENSMUSG00000041132.11"	169	149	45	26	21	13	25	17	46	"N4bp2l1"	"protein_coding"
"ENSMUSG00000041133.11"	5283	3118	1019	11031	11520	10612	9533	11506	8013	"Smc1a"	"protein_coding"
"ENSMUSG00000041134.15"	27.14	27.14	47	0	9.23	3	0	2	9.01	"Cyyr1"	"protein_coding"
"ENSMUSG00000041135.15"	514	446	146	630	773	902	732	798	741	"Ripk2"	"protein_coding"
"ENSMUSG00000041138.16"	0	0	4	0	0	0	0	0	0	"Nme8"	"protein_coding"
"ENSMUSG00000041141.7"	24	2	49	0	0	0	0	0	2	"Pnmal1"	"protein_coding"
"ENSMUSG00000041143.16"	321	242	65	168	178	217	426	507	438	"Tmco4"	"protein_coding"
"ENSMUSG00000041144.10"	33.59	47	58	1	10	9	0	3	11	"Dnah7b"	"protein_coding"
"ENSMUSG00000041147.10"	1254	880	278	3665	3694	3798	3010	3544	3181	"Brca2"	"protein_coding"
"ENSMUSG00000041153.9"	237	281	85	553	732	651	484	608	484	"Osgin2"	"protein_coding"
"ENSMUSG00000041161.8"	323	185	70	447	466	487	668	532	415	"Otud3"	"protein_coding"
"ENSMUSG00000041164.15"	3065	1999	603	4144	4983	4484	4035	4945	3402	"Zmiz2"	"protein_coding"
"ENSMUSG00000041165.6"	0	2	5	0	0	0	0	0	2	"Spem1"	"protein_coding"
"ENSMUSG00000041168.10"	4469	3783	1059	6154	7517	6067	4504	5023	3535	"Lonp1"	"protein_coding"
"ENSMUSG00000041180.13"	299	286	119	163	193	138	108	92	102	"Hectd2"	"protein_coding"
"ENSMUSG00000041187.16"	346	239	81	156	205	156	157	142	156	"Prkd2"	"protein_coding"
"ENSMUSG00000041189.9"	429	259	84	584	621	448	324	357	249	"Chrnb1"	"protein_coding"
"ENSMUSG00000041193.15"	10	8	3	11	4	0	13	5	6	"Pla2g5"	"protein_coding"
"ENSMUSG00000041199.3"	358	222	64	719	837	819	661	899	736	"Rpusd1"	"protein_coding"
"ENSMUSG00000041202.12"	7	1	11	0	0	0	0	0	1	"Pla2g2d"	"protein_coding"
"ENSMUSG00000041203.9"	1130	822	262	2951	3115	3239	2852	3566	3005	"Trir"	"protein_coding"
"ENSMUSG00000041205.8"	12	34	18	24	21	19	12	8	5	"Map6d1"	"protein_coding"
"ENSMUSG00000041215.16"	1553	1109	369	3048	3019	2873	2749	2959	2469	"Yeats2"	"protein_coding"
"ENSMUSG00000041216.15"	33	19	40	5	2	21	4	0	23	"Clvs1"	"protein_coding"
"ENSMUSG00000041219.14"	2263	1685	492	7439	8196	6953	7329	8358	6587	"Arhgap11a"	"protein_coding"
"ENSMUSG00000041220.10"	1668	1114	413	8441	8669	8558	7585	8640	6239	"Elovl6"	"protein_coding"
"ENSMUSG00000041225.16"	1307	819	263	953	992	1053	1162	1220	898	"Arhgap12"	"protein_coding"
"ENSMUSG00000041229.15"	1326	980	300	1457	1619	1493	1282	1473	1038	"Phf8"	"protein_coding"
"ENSMUSG00000041231.15"	361.74	274.79	91.8	798.19	929.86	887.77	761.61	991.22	757.87	"Ublcp1"	"protein_coding"
"ENSMUSG00000041235.12"	2022	1448	435	2242	2373	2079	1753	2003	1799	"Chd7"	"protein_coding"
"ENSMUSG00000041236.8"	2415	1281	417	1797	2038	1776	2403	2919	1942	"Vps41"	"protein_coding"
"ENSMUSG00000041237.12"	8	13	4	0	1	7	0	0	0	"Pklr"	"protein_coding"
"ENSMUSG00000041238.16"	938	658	236	1974	2480	2309	2239	2653	1855	"Rbbp8"	"protein_coding"
"ENSMUSG00000041241.12"	536	338	106	655	787	596	631	753	650	"Mul1"	"protein_coding"
"ENSMUSG00000041245.13"	19	4	20	4	0	5	2	1	4	"Wnk3"	"protein_coding"
"ENSMUSG00000041247.8"	17	8	19	4.02	2	0	1	2.32	7	"Lamp3"	"protein_coding"
"ENSMUSG00000041248.9"	18	18	17	0	0	0	1	0	2	"Kcnj1"	"protein_coding"
"ENSMUSG00000041255.2"	5	0	1	0	0	0	0	0	0	"Tmco5b"	"protein_coding"
"ENSMUSG00000041258.18"	1932	1171	358	2640	2907	2730	2463	2573	2207	"Zfp236"	"protein_coding"
"ENSMUSG00000041261.9"	6	6	16	0	0	2	3	4	1	"Car8"	"protein_coding"
"ENSMUSG00000041263.14"	281	224	98	111	106	137	159	160.16	177	"Rusc1"	"protein_coding"
"ENSMUSG00000041264.16"	679	474	144	1595	1350	1438	1209	1528	1284	"Uspl1"	"protein_coding"
"ENSMUSG00000041268.17"	196	169	79	259	334	231	146	171	155	"Dmxl2"	"protein_coding"
"ENSMUSG00000041272.11"	18	31	14	6	0	7	1	0	8	"Tox"	"protein_coding"
"ENSMUSG00000041278.10"	663	577	181	1058	1213	988	1104	1162	1021	"Ttc1"	"protein_coding"
"ENSMUSG00000041287.5"	3	0	4	12	7	5	0	2	3	"Sox15"	"protein_coding"
"ENSMUSG00000041293.5"	4	19	7	0	2	12	0	0	0	"Adgrf1"	"protein_coding"
"ENSMUSG00000041297.8"	3367	2259	793	4462	5412	4871	4859	5549	4008	"Cdk13"	"protein_coding"
"ENSMUSG00000041298.15"	831	642	223	417	484	363	728	708	498	"Katnal1"	"protein_coding"
"ENSMUSG00000041301.15"	32	8	18	4	4	31	10	0	6	"Cftr"	"protein_coding"
"ENSMUSG00000041303.7"	845.95	545	169	1311.99	1559	1430	1350	1478	1154.53	"Gtf3c3"	"protein_coding"
"ENSMUSG00000041308.6"	10336	7179	2241	3371	3464	3435	5453	5836	5776	"Sntb2"	"protein_coding"
"ENSMUSG00000041309.17"	12	4	9	0	0	27	5	0	3	"Nkx6-2"	"protein_coding"
"ENSMUSG00000041313.14"	6600	5052	1473	17457	18942	16529	7816	9571	7452	"Slc7a1"	"protein_coding"
"ENSMUSG00000041319.14"	217	169	64	539	544	622	448	511	525	"Thoc6"	"protein_coding"
"ENSMUSG00000041323.6"	11	4	16	0	1	0	1	0	6	"Ak7"	"protein_coding"
"ENSMUSG00000041324.14"	322	436	136	381	403	350	802	1080	643	"Inhba"	"protein_coding"
"ENSMUSG00000041328.16"	1624	1234	397	3474	3706	3180	2837	3206	2567	"Pcf11"	"protein_coding"
"ENSMUSG00000041329.13"	7	3	20	12	6	20	8	3	6	"Atp1b2"	"protein_coding"
"ENSMUSG00000041333.6"	0	0	0	0	0	0	0	0	0	"Mup4"	"protein_coding"
"ENSMUSG00000041341.10"	1813	1539	430	3913	4460	3869	2699	2943	2609	"Atg2b"	"protein_coding"
"ENSMUSG00000041343.19"	89	95	22	46	62	40	50	53	54	"Ankrd42"	"protein_coding"
"ENSMUSG00000041346.11"	172	126	38	545	585	560	371	506	420	"Wrap53"	"protein_coding"
"ENSMUSG00000041347.5"	11	23	19	2	0	32	2	2	3	"Bdkrb1"	"protein_coding"
"ENSMUSG00000041351.16"	1371	964	277	2818	3149	2812	2516	3084	2314	"Rap1gap"	"protein_coding"
"ENSMUSG00000041353.12"	142	119	49	379	403	433	405	370	309	"Tmem29"	"protein_coding"
"ENSMUSG00000041354.16"	601	507	142	684	791	720	691	777	630	"Rgl2"	"protein_coding"
"ENSMUSG00000041355.13"	3220	2388	673	2988	3140	3339	2090	2491	1855	"Ssr2"	"protein_coding"
"ENSMUSG00000041358.1"	20	25	19	26	20	47	13	13	10	"Nutm1"	"protein_coding"
"ENSMUSG00000041359.14"	3	8	6	0	0	0	0	0	2	"Tcl1"	"protein_coding"
"ENSMUSG00000041360.8"	1574	1302	414	5571	6441	6015	5615	6350	4464	"Pum3"	"protein_coding"
"ENSMUSG00000041361.13"	6	8	24	2	0	7	2	0	0	"Myzap"	"protein_coding"
"ENSMUSG00000041362.17"	28	18	23	16	19	19	12	25	17	"Shtn1"	"protein_coding"
"ENSMUSG00000041372.10"	5	3	19	4	0	0	0	0	5	"B4galnt3"	"protein_coding"
"ENSMUSG00000041375.18"	776	585	156	1355	1299	1218	1090	1270	980	"Ccdc9"	"protein_coding"
"ENSMUSG00000041377.12"	3	0	0	0	0	0	0	0	0	"Ninj2"	"protein_coding"
"ENSMUSG00000041378.2"	17	10	9	4	3	5	7	0	7	"Cldn5"	"protein_coding"
"ENSMUSG00000041380.13"	25	13	18	0	0	0	0	0	7	"Htr2c"	"protein_coding"
"ENSMUSG00000041390.18"	1301	947	337	1321	1583	1412	1651	1716	1349	"Mdfic"	"protein_coding"
"ENSMUSG00000041396.13"	54	57	21	164	157	137	154	198	105	"Mettl18"	"protein_coding"
"ENSMUSG00000041399.3"	0	4	2	0	0	0	0	0	1	"1700013G24Rik"	"protein_coding"
"ENSMUSG00000041406.14"	337	228	78	1011	1093	898	906	1076	892	"BC055324"	"protein_coding"
"ENSMUSG00000041408.18"	4085	2864	972	7302	8294	8057	7625	8669	6588	"Wapl"	"protein_coding"
"ENSMUSG00000041415.10"	1377	1068	300	3571	4041	3898	3083	3596	3260	"Dicer1"	"protein_coding"
"ENSMUSG00000041417.15"	1120	782	256	1420	1804	1606	1865	1954	1782	"Pik3r1"	"protein_coding"
"ENSMUSG00000041420.18"	928	680	209	705	917	775	1016	1058	804	"Meis3"	"protein_coding"
"ENSMUSG00000041423.16"	4	14.12	9	5	2	14	0	4	6	"Paqr6"	"protein_coding"
"ENSMUSG00000041426.12"	170	159	97	255	306	332	216	248	203	"Hibch"	"protein_coding"
"ENSMUSG00000041429.3"	96	92	41	122	107	112	150	166	112	"Nthl1"	"protein_coding"
"ENSMUSG00000041431.16"	1388.89	958.64	314.41	6001.91	6598.76	6469.05	5088.98	6032.19	4742.69	"Ccnb1"	"protein_coding"
"ENSMUSG00000041438.8"	2663	1721	605	10317	11617	11726	9232	11686	8231	"Utp4"	"protein_coding"
"ENSMUSG00000041439.15"	823	580	212	329	381	325	351	442	308	"Mfsd6"	"protein_coding"
"ENSMUSG00000041440.18"	194	169	67	140	137	164	103	95	74	"Gk5"	"protein_coding"
"ENSMUSG00000041444.14"	542	421	226	654	680	665	657	642	544	"Arhgap32"	"protein_coding"
"ENSMUSG00000041445.9"	18	27	17	0	12	7	1	0	3	"Mmrn2"	"protein_coding"
"ENSMUSG00000041449.16"	6	0	0	0	0	0	0	0	0	"Serpina3h"	"transcribed_unprocessed_pseudogene"
"ENSMUSG00000041453.12"	35260.71	30459.15	9451.56	48992.1	51194.63	52418.72	56403.97	63413.22	41474.67	"Rpl21"	"protein_coding"
"ENSMUSG00000041459.15"	3147	1840	621	12062	12547	11603	12127	14096	10412	"Tardbp"	"protein_coding"
